HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
292142,Aniline derivatives and their salts,292142,Aniline derivatives and their salts
292143,Toluidines and their derivatives; salts thereof,292143,Toluidines and derivatives; salts thereof
292144,Diphenylamine and its derivatives; salts thereof,292144,Diphenylamine and its derivatives; salts thereo
292145,"1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta- naphthylamine) and their derivatives; salts thereof",292145,"1-Naphthylamine, 2-naphthylamine and their deri"
292146,"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",292149,"Aromatic monoamines and their derivatives, nes;"
292149,Other,292149,"Aromatic monoamines and their derivatives, nes;"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et"
292159,Other,292159,"Aromatic polyamines and their derivatives, nes;"
292211,Monoethanolamine and its salts,292211,Monoethanolamine and its salts
292212,Diethanolamine and its salts,292212,Diethanolamine and its salts
292213,Triethanolamine and its salts,292213,Triethanolamine and its salts
292214,Dextropropoxyphene (INN) and its salts,292219,"Amino-alcohols, their ethers and esters with on"
292219,Other,292219,"Amino-alcohols, their ethers and esters with on"
292221,Aminohydroxynaphthalenesulphonic acids and their salts,292221,Aminohydroxynaphthalenesulphonic acids and thei
292229,Other,292229,"Amino-naphthols and -phenols, etc... one oxygen"
292231,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",292230,"Amino-aldehydes, ketones quinones, not >1 oxyge"
292239,Other,292230,"Amino-aldehydes, ketones quinones, not >1 oxyge"
292241,Lysine and its esters; salts thereof,292241,Lysine and its esters; salts thereof
292242,Glutamic acid and its salts,292242,Glutamic acid and its salts
292243,Anthranilic acid and its salts,292249,"Amino-acids and their esters, not >1 oxygen fun"
292244,Tilidine (INN) and its salts,292249,"Amino-acids and their esters, not >1 oxygen fun"
292249,Other,292249,"Amino-acids and their esters, not >1 oxygen fun"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino- compounds with oxygen function",292250,Amino-alcohol/acid-phenols; amino-compounds wit
292310,Choline and its salts,292310,Choline and its salts
292320,Lecithins and other phosphoaminolipids,292320,Lecithins and other phosphoaminolipids
292390,Other,292390,"Quaternary ammonium salts and hydroxides, nes"
292411,Meprobamate (INN),292410,Acyclic amides (incl. acyclic carbamates) and d
292412,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",292410,Acyclic amides (incl. acyclic carbamates) and d
292419,Other,292410,Acyclic amides (incl. acyclic carbamates) and d
292421,Ureines and their derivatives; salts thereof,292421,Ureines and their derivatives; salts thereof
292423,2-Acetamidobenzoic acid (N-acetylanthranilic acid) and its salts,292429,Cyclic amides (incl. carbamates) and derivative
292424,Ethinamate (INN),292429,Cyclic amides (incl. carbamates) and derivative
292429,Other,292429,Cyclic amides (incl. carbamates) and derivative
292511,Saccharin and its salts,292511,Saccharin and its salts
292512,Glutethimide (INN),292519,Imides and their derivatives; salts thereof (ex
292519,Other,292519,Imides and their derivatives; salts thereof (ex
292521,Chlordimeform (ISO),292520,Imines and their derivatives; salts thereof
292529,Other,292520,Imines and their derivatives; salts thereof
292610,Acrylonitrile,292610,Acrylonitrile
292620,1-Cyanoguanidine (dicyandiamide),292620,1-Cyanoguanidine (dicyanidiamide)
292630,"Fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",292690,"Nitrile-function compounds, nes"
292690,Other,292690,"Nitrile-function compounds, nes"
292700,"Diazo-, azo- or azoxy-compounds.",292700,"Diazo-, azo- or azoxy-compounds"
292800,Organic derivatives of hydrazine or of hydroxylamine.,292800,Organic derivatives of hydrazine or of hydroxyi
292910,Isocyanates,292910,Isocyanates
292990,Other,292990,"Compounds with other nitrogen function, nes"
293020,Thiocarbamates and dithiocarbamates,293020,Thiocarbamates and dithiocarbamates
293030,"Thiuram mono-, di- or tetrasulphides",293030,"Thiuram mono-, di- or tetrasulphides"
293040,Methionine,293040,Methionine
293050,Captafol (ISO) and methamidophos (ISO),293090,"Other organo-sulphur compounds, nes"
293090,Other,293090,"Other organo-sulphur compounds, nes"
293110,Tetramethyl lead and tetraethyl lead,293100,Other organo-inorganic compounds
293120,Tributyltin compounds,293100,Other organo-inorganic compounds
293190,Other,293100,Other organo-inorganic compounds
293211,Tetrahydrofuran,293211,Tetrahydrofuran
293212,2-Furaldehyde (furfuraldehyde),293212,2-Furaldehyde (furfuraldehyde)
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol
293219,Other,293219,Compounds containing an unfused furan ring in t
293220,Lactones,293229,"Lactones, nes"
293291,Isosafrole,293290,Heterocyclic compounds with oxygen hetero-atom(
293292,"1-(1,3-Benzodioxol-5-yl)propan-2-one",293290,Heterocyclic compounds with oxygen hetero-atom(
293293,Piperonal,293290,Heterocyclic compounds with oxygen hetero-atom(
293294,Safrole,293290,Heterocyclic compounds with oxygen hetero-atom(
293295,Tetrahydrocannabinols (all isomers),293290,Heterocyclic compounds with oxygen hetero-atom(
293299,Other,293290,Heterocyclic compounds with oxygen hetero-atom(
293311,Phenazone (antipyrin) and its derivatives,293311,Phenazone (antipyrin) and its derivatives
293319,Other,293319,Compounds containing an unfused pyrazole ring i
293321,Hydantoin and its derivatives,293321,Hydantoin and its derivatives
293329,Other,293329,Compounds containing an unfused imidazole ring
293331,Pyridine and its salts,293331,Pyridine and its salts
293332,Piperidine and its salts,293339,Compounds containing an unfused pyridine ring i
293333,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) intermediat",293339,Compounds containing an unfused pyridine ring i
293339,Other,293339,Compounds containing an unfused pyridine ring i
293341,Levorphanol (INN) and its salts,293340,Compounds with quinoline or isoquinoline ring-s
293349,Other,293340,Compounds with quinoline or isoquinoline ring-s
293352,Malonylurea (barbituric acid) and its salts,293351,Malonylurea (barbituric acid) and its derivativ
293353,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts there",293351,Malonylurea (barbituric acid) and its derivativ
293354,Other derivatives of malonylurea (barbituric acid); salts thereof,293351,Malonylurea (barbituric acid) and its derivativ
293355,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",293359,Compounds with pyrimidine or piperazine ring; n
293359,Other,293359,Compounds with pyrimidine or piperazine ring; n
293361,Melamine,293361,Melamine
293369,Other,293369,Compounds containing an unfused triazine ring i
293371,6-Hexanelactam (epsilon-caprolactam),293371,6-Hexanelactam (epsilon-caprolactam)
293372,Clobazam (INN) and methyprylon (INN),293379,Lactams (excl. epsilon-caprolactam)
293379,Other lactams,293379,Lactams (excl. epsilon-caprolactam)
293391,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam",293390,Heterocyclic compounds with nitrogen hetero-ato
293399,Other,293390,Heterocyclic compounds with nitrogen hetero-ato
293410,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,293410,Compounds containing an unfused thiazole ring i
293420,"Compounds containing in the structure a benzothiazole ring- system (whether or not hydrogenated), not further fused",293420,Compounds containing a benzothiazole ring-syste
293430,"Compounds containing in the structure a phenothiazine ring- system (whether or not hydrogenated), not further fused",293430,Compounds containing a phenothiazine ring-syste
293491,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts ther",293490,"Other heterocyclic compounds, nes"
293499,Other,293490,"Other heterocyclic compounds, nes"
293500,Sulphonamides.,293500,Sulphonamides
293621,Vitamins A and their derivatives,293621,"Vitamins A and their derivatives, unmixed"
293622,Vitamin B1 and its derivatives,293622,"Vitamin B1 and its derivatives, unmixed"
293623,Vitamin B2 and its derivatives,293623,"Vitamin B2 and its derivatives, unmixed"
293624,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a
293625,Vitamin B6 and its derivatives,293625,"Vitamin B6 and its derivatives, unmixed"
293626,Vitamin B12 and its derivatives,293626,"Vitamin B12 and its derivatives, unmixed"
293627,Vitamin C and its derivatives,293627,"Vitamin C and its derivatives, unmixed"
293628,Vitamin E and its derivatives,293628,"Vitamin E and its derivatives, unmixed"
293629,Other vitamins and their derivatives,293629,"Other vitamins and their derivatives, unmixed,"
293690,"Other, including natural concentrates",293690,"Other vitamines (incl. natural concentrates), n"
293711,"Somatotropin, its derivatives and structural analogues",293710,"Pituitary (anterior) or similar hormones, and t"
293712,Insulin and its salts,293791,Insulin and its salts
293719,Other,293799,"Other hormones and derivatives, nes; other ster"
293721,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",293721,"Cortisone, hydrocortisone... and predisolone (d"
293722,Halogenated derivatives of corticosteroidal hormones,293722,Halogenated derivatives of adrenal cortical hor
293723,Oestrogens and progestogens,293792,Oestrogens and progestogens
293729,Other,293799,"Other hormones and derivatives, nes; other ster"
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",293490,"Other heterocyclic compounds, nes"
293790,Other,293799,"Other hormones and derivatives, nes; other ster"
293810,Rutoside (rutin) and its derivatives,293810,Rutoside (rutin) and its derivatives
293890,Other,293890,"Glycosides and their salts, ethers, esters and"
293911,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), thebaco",293910,Alkaloids of opium and their derivatives; salts
293919,Other,293910,Alkaloids of opium and their derivatives; salts
293920,Alkaloids of cinchona and their derivatives; salts thereof,293929,Other alkaloids of cinchona and their derivativ
293930,Caffeine and its salts,293930,Caffeine and its salts
293941,Ephedrine and its salts,293940,Ephedrines and their salts
293942,Pseudoephedrine (INN) and its salts,293940,Ephedrines and their salts
293943,Cathine (INN) and its salts,293940,Ephedrines and their salts
293944,Norephedrine and its salts,293940,Ephedrines and their salts
293949,Other,293940,Ephedrines and their salts
293951,Fenetylline (INN) and its salts,293950,Theophylline and aminophylline and derivatives
293959,Other,293950,Theophylline and aminophylline and derivatives
293961,Ergometrine (INN) and its salts,293960,Alkaloids of rye ergot and their derivatives; s
293962,Ergotamine (INN) and its salts,293960,Alkaloids of rye ergot and their derivatives; s
293963,Lysergic acid and its salts,293960,Alkaloids of rye ergot and their derivatives; s
293969,Other,293960,Alkaloids of rye ergot and their derivatives; s
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",293990,"Other vegetable alkaloids and their salts, etc;"
293999,Other,293990,"Other vegetable alkaloids and their salts, etc;"
294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.",294000,"Sugars, pure (excl. glucose, etc); sugar ethers"
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,294110,Penicillins and derivatives with a penicillanic
294120,Streptomycins and their derivatives; salts thereof,294120,Streptomycins and their derivatives; salts ther
294130,Tetracyclines and their derivatives; salts thereof,294130,Tetracyclines and their derivatives; salts ther
294140,Chloramphenicol and its derivatives; salts thereof,294140,Chloramphenicol and its derivatives; salts ther
294150,Erythromycin and its derivatives; salts thereof,294150,Erythromycin and its derivatives; salts thereof
294190,Other,294190,"Other antibiotics, nes"
294200,Other organic compounds.,294200,"Other organic compounds, nes"
300120,Extracts of glands or other organs or of their secretions,300120,Extracts of glands or other organs or of their
300190,Other,300190,"Substances of human or animal origin, for proph"
300210,"Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",300210,Antisera and other blood fractions
300220,Vaccines for human medicine,300220,Vaccines for human medicine
300230,Vaccines for veterinary medicine,300239,Other vaccines for veterinary medicine (excl. f
300290,Other,300290,Human and animal blood; microbial cultures; tox
